Gouvernorat,Délégation,Prix,Taille,Proximité,Infrastructure,Type_Agriculture,Additional_Features,Taille_m2,Prix_m2
Sfax,Route Teniour,5148714,15682 m²,,"puit, électricité",Figuiers,"clôture, titre foncier",15682.0,328.32
Sfax,El Hencha,946288,3721 m²,,"sondage, eau",Olives,"clôture, titre foncier",3721.0,254.31
Sfax,Sidi Salah,674565,1582 m²,près du centre,"puit, eau, électricité",Oliviers,"maison, garage, clôture, titre foncier",1582.0,426.4
Sfax,Route Teniour,2169054,13623 m²,,"puit, eau",,titre foncier,13623.0,159.22
Sfax,Sakiet Ezzit,1819886,18476 m²,,eau,,,18476.0,98.5
Sfax,Sfax Sud,2099339,6972 m²,,"sondage, électricité",Olives,"clôture, titre foncier",6972.0,301.11
Sfax,Route El Ain,5736169,12508 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",12508.0,458.6
Sfax,Agareb,2699104,15555 m²,,"puit, eau",,titre foncier,15555.0,173.52
Sfax,Ghraiba,1081802,5618 m²,,"puit, eau",Olives,titre foncier,5618.0,192.56
Sfax,Route El Ain,3845782,18445 m²,,"puit, eau",Olives,"clôture, titre foncier",18445.0,208.5
Sfax,Menzel Chaker,2468228,8096 m²,,"sondage, électricité",Oliviers,"clôture, titre foncier",8096.0,304.87
Sfax,Ghraiba,4532786,14036 m²,,"sondage, électricité",Olives,"clôture, titre foncier",14036.0,322.94
Sfax,Route de Gremda,2268506,6571 m²,,"puit, électricité",Figuiers,"clôture, titre foncier",6571.0,345.23
Sfax,Route de Mahdia,7194305,17593 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",17593.0,408.93
Sfax,Sfax Médina,8475061,17677 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",17677.0,479.44
Sfax,Route de Gremda,3115209,6265 m²,près du centre,"puit, eau, électricité",Oliviers,"maison, garage, clôture, titre foncier",6265.0,497.24
Sfax,Agareb,8343538,19985 m²,près du centre,"sondage, eau, électricité",Oliviers,"maison, garage, clôture, titre foncier",19985.0,417.49
Sfax,El Hencha,1491462,16758 m²,,eau,,,16758.0,89.0
Sfax,Sfax Médina,2554475,15889 m²,,"puit, eau",Olives,titre foncier,15889.0,160.77
Sfax,Route de Mahdia,2052528,14171 m²,,,,titre foncier,14171.0,144.84
Sfax,Route Teniour,4365227,17063 m²,,"puit, eau",Olives,"clôture, titre foncier",17063.0,255.83
Sfax,Skhira,2042855,7688 m²,,"puit, eau",,"clôture, titre foncier",7688.0,265.72
Sfax,Sfax Médina,3967451,8166 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",8166.0,485.85
Sfax,El Hencha,2538805,5785 m²,près du centre,"sondage, eau, électricité",Oliviers,"maison, garage, clôture, titre foncier",5785.0,438.86
Sfax,Ghraiba,7513577,18403 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",18403.0,408.28
Sfax,Route El Ain,3434369,7356 m²,près du centre,"puit, eau, électricité",Oliviers,"maison, garage, clôture, titre foncier",7356.0,466.88
Sfax,Route de Mahdia,2042192,5366 m²,près du centre,"puit, électricité",Oliviers,"clôture, titre foncier",5366.0,380.58
Sfax,Skhira,4351463,9608 m²,près de la mer,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",9608.0,452.9
Sfax,Sfax Sud,510807,2281 m²,,"puit, eau",Olives,"clôture, titre foncier",2281.0,223.94
Sfax,Sakiet Ezzit,3496233,11562 m²,,"puit, électricité",Olives,"clôture, titre foncier",11562.0,302.39
Sfax,Agareb,5829259,16458 m²,près du centre,"sondage, électricité",Oliviers,"clôture, titre foncier",16458.0,354.19
Sfax,Thyna,1779929,10138 m²,,"puit, eau",Olives,titre foncier,10138.0,175.57
Sfax,Sfax Médina,4290359,10766 m²,près du centre,"puit, électricité",Figuiers,"clôture, titre foncier",10766.0,398.51
Sfax,Sakiet Ezzit,4569899,17684 m²,,"sondage, eau",,"clôture, titre foncier",17684.0,258.42
Sfax,Sakiet Ezzit,2185796,11429 m²,,"puit, eau",,titre foncier,11429.0,191.25
Sfax,Sakiet Ezzit,1800843,3757 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",3757.0,479.33
Sfax,El Hencha,6619075,19836 m²,,"sondage, électricité",Olives,"clôture, titre foncier",19836.0,333.69
Sfax,Thyna,5458722,19010 m²,,"sondage, eau",,"clôture, titre foncier",19010.0,287.15
Sfax,Sakiet Ezzit,7215488,19475 m²,près du centre,"puit, électricité",Olives,"clôture, titre foncier",19475.0,370.5
Sfax,Sakiet Eddaier,1506716,6937 m²,,"puit, eau",Olives,"clôture, titre foncier",6937.0,217.2
Sfax,Sfax Sud,1032634,3361 m²,,"sondage, électricité",Oliviers,"clôture, titre foncier",3361.0,307.24
Sfax,Route de Gremda,8679064,18639 m²,près du centre,"sondage, eau, électricité",Figuiers,"maison, garage, clôture, titre foncier",18639.0,465.64
Sfax,Route de Mahdia,1441596,6727 m²,,"sondage, eau",Olives,"clôture, titre foncier",6727.0,214.3
Sfax,Thyna,5038840,10143 m²,près du centre,"puit, eau, électricité",Figuiers,"maison, garage, clôture, titre foncier",10143.0,496.78
Sfax,Sidi Salah,5409635,15733 m²,,"puit, électricité",Olives,"clôture, titre foncier",15733.0,343.84
Sfax,Sakiet Eddaier,831702,11032 m²,,eau,,,11032.0,75.39
Sfax,Agareb,2670825,10180 m²,,"puit, eau",,"clôture, titre foncier",10180.0,262.36
Sfax,Route de Gremda,1518411,11119 m²,,,,titre foncier,11119.0,136.56
Sfax,Sfax Ville,1708152,4049 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",4049.0,421.87
Sfax,Route Teniour,3788799,10134 m²,près du centre,"puit, électricité",Oliviers,"clôture, titre foncier",10134.0,373.87
Sfax,Skhira,7241615,16060 m²,près de la mer,"puit, eau, électricité",Figuiers,"maison, garage, clôture, titre foncier",16060.0,450.91
Sfax,Ghraiba,798778,2990 m²,,"puit, eau",,"clôture, titre foncier",2990.0,267.15
Sfax,Menzel Chaker,4857998,12519 m²,près du centre,"sondage, électricité",Olives,"clôture, titre foncier",12519.0,388.05
Sfax,Thyna,4219076,13357 m²,,"sondage, électricité",Figuiers,"clôture, titre foncier",13357.0,315.87
Sfax,Agareb,4430017,9189 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",9189.0,482.1
Sfax,Sidi Salah,3120149,6594 m²,près du centre,"sondage, eau, électricité",Figuiers,"maison, garage, clôture, titre foncier",6594.0,473.18
Sfax,Sfax Médina,9155600,18800 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",18800.0,487.0
Sfax,Agareb,286840,2345 m²,,,,titre foncier,2345.0,122.32
Sfax,Sfax Ville,2867837,8490 m²,,"sondage, électricité",Figuiers,"clôture, titre foncier",8490.0,337.79
Sfax,Sfax Ville,1106759,19974 m²,,eau,,,19974.0,55.41
Sfax,Sidi Salah,225028,2136 m²,,,,titre foncier,2136.0,105.35
Sfax,Sfax Sud,5412478,18727 m²,,"puit, eau",,"clôture, titre foncier",18727.0,289.02
Sfax,Skhira,2996996,15207 m²,,"puit, eau",,titre foncier,15207.0,197.08
Sfax,Route Teniour,1661476,6038 m²,,"sondage, eau",,"clôture, titre foncier",6038.0,275.17
Sfax,Ghraiba,2440793,12954 m²,,"sondage, eau",Olives,titre foncier,12954.0,188.42
Sfax,Skhira,7574121,15559 m²,près de la mer,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",15559.0,486.8
Sfax,Skhira,519789,2029 m²,,"puit, eau",,"clôture, titre foncier",2029.0,256.18
Sfax,Route Teniour,793490,2377 m²,,"puit, électricité",Olives,"clôture, titre foncier",2377.0,333.82
Sfax,Sfax Ville,7935709,19362 m²,près du centre,"sondage, eau, électricité",Figuiers,"maison, garage, clôture, titre foncier",19362.0,409.86
Sfax,El Hencha,4356906,16984 m²,,"puit, eau",Olives,"clôture, titre foncier",16984.0,256.53
Sfax,Sidi Salah,9315215,19175 m²,près du centre,"puit, eau, électricité",Figuiers,"maison, garage, clôture, titre foncier",19175.0,485.8
Sfax,Sakiet Ezzit,7281800,17577 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",17577.0,414.28
Sfax,Thyna,4983042,11932 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",11932.0,417.62
Sfax,El Hencha,4850978,13854 m²,près du centre,"sondage, électricité",Oliviers,"clôture, titre foncier",13854.0,350.15
Sfax,Route de Gremda,885123,2768 m²,,"puit, électricité",Oliviers,"clôture, titre foncier",2768.0,319.77
Sfax,Ghraiba,5017815,14979 m²,,"sondage, électricité",Olives,"clôture, titre foncier",14979.0,334.99
Sfax,Sfax Ville,2526985,6469 m²,près du centre,"puit, électricité",Olives,"clôture, titre foncier",6469.0,390.63
Sfax,Thyna,2903923,9350 m²,,"sondage, électricité",Olives,"clôture, titre foncier",9350.0,310.58
Sfax,Sidi Salah,4503506,15672 m²,,"sondage, eau",,"clôture, titre foncier",15672.0,287.36
Sfax,Agareb,1852151,4157 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",4157.0,445.55
Sfax,Ghraiba,5718543,17658 m²,,"sondage, électricité",Oliviers,"clôture, titre foncier",17658.0,323.85
Sfax,Route Teniour,1756682,3682 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",3682.0,477.1
Sfax,Skhira,5312211,15655 m²,,"puit, électricité",Oliviers,"clôture, titre foncier",15655.0,339.33
Sfax,Ghraiba,1459375,3597 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",3597.0,405.72
Sfax,Agareb,1762523,5601 m²,,"puit, électricité",Olives,"clôture, titre foncier",5601.0,314.68
Sfax,Thyna,2906052,7165 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",7165.0,405.59
Sfax,Route de Mahdia,997588,3265 m²,,"sondage, électricité",Oliviers,"clôture, titre foncier",3265.0,305.54
Sfax,Sakiet Ezzit,532099,2211 m²,,"puit, eau",Olives,"clôture, titre foncier",2211.0,240.66
Sfax,Skhira,2681480,6761 m²,près de la mer,"puit, électricité",Olives,"clôture, titre foncier",6761.0,396.61
Sfax,Sakiet Ezzit,3082972,6586 m²,près du centre,"sondage, eau, électricité",Oliviers,"maison, garage, clôture, titre foncier",6586.0,468.11
Sfax,Sakiet Eddaier,6014651,14862 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",14862.0,404.7
Sfax,Agareb,2966359,13892 m²,,"sondage, eau",,"clôture, titre foncier",13892.0,213.53
Sfax,Ghraiba,1006533,3322 m²,,"sondage, électricité",Olives,"clôture, titre foncier",3322.0,302.99
Sfax,Sidi Salah,6272022,17991 m²,,"sondage, électricité",Oliviers,"clôture, titre foncier",17991.0,348.62
Sfax,Skhira,3219200,10169 m²,,"sondage, électricité",Olives,"clôture, titre foncier",10169.0,316.57
Sfax,Skhira,432693,1582 m²,,"sondage, eau",Olives,"clôture, titre foncier",1582.0,273.51
Sfax,Sakiet Ezzit,3519495,8667 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",8667.0,406.08
Sfax,Sfax Médina,2279299,12228 m²,,"sondage, eau",,titre foncier,12228.0,186.4
Sfax,Sakiet Eddaier,1484680,16469 m²,,eau,,,16469.0,90.15
Sfax,Sfax Ville,3244072,7268 m²,près du centre,"puit, eau, électricité",Oliviers,"maison, garage, clôture, titre foncier",7268.0,446.35
Sfax,Agareb,3418991,14539 m²,,"puit, eau",Olives,"clôture, titre foncier",14539.0,235.16
Sfax,Sfax Ville,1252073,7657 m²,,"sondage, eau",Olives,titre foncier,7657.0,163.52
Sfax,El Attaya,8053092,16629 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",16629.0,484.28
Sfax,El Attaya,4598320,10019 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",10019.0,458.96
Sfax,Route Teniour,1653494,9448 m²,,"puit, eau",Olives,titre foncier,9448.0,175.01
Sfax,Route El Ain,1346325,3279 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",3279.0,410.59
Sfax,El Attaya,2853893,13303 m²,,"puit, eau",,"clôture, titre foncier",13303.0,214.53
Sfax,Sakiet Eddaier,2953326,14198 m²,,"sondage, eau",Olives,"clôture, titre foncier",14198.0,208.01
Sfax,Thyna,3216260,18618 m²,,"sondage, eau",,titre foncier,18618.0,172.75
Sfax,El Attaya,2511081,5688 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",5688.0,441.47
Sfax,Route de Gremda,5142954,15201 m²,,"puit, électricité",Figuiers,"clôture, titre foncier",15201.0,338.33
Sfax,Sidi Salah,989235,13218 m²,,eau,,,13218.0,74.84
Sfax,Route de Mahdia,4117522,8869 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",8869.0,464.26
Sfax,Route El Ain,508181,3115 m²,,"sondage, eau",Olives,titre foncier,3115.0,163.14
Sfax,Route El Ain,729456,3340 m²,,"puit, eau",Olives,"clôture, titre foncier",3340.0,218.4
Sfax,Sakiet Eddaier,632217,2274 m²,,"puit, eau",Olives,"clôture, titre foncier",2274.0,278.02
Sfax,Route El Ain,3400152,8773 m²,près du centre,"puit, électricité",Oliviers,"clôture, titre foncier",8773.0,387.57
Sfax,Skhira,1815146,9908 m²,,"sondage, eau",Olives,titre foncier,9908.0,183.2
Sfax,Route El Ain,888469,3645 m²,,"puit, eau",Olives,"clôture, titre foncier",3645.0,243.75
Sfax,Route de Gremda,230462,2763 m²,,eau,,,2763.0,83.41
Sfax,Sfax Ville,3513670,8655 m²,près du centre,"puit, eau, électricité",Oliviers,"maison, garage, clôture, titre foncier",8655.0,405.97
Monastir,Bekalta,3087197,6258 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",6258.0,493.32
Monastir,Menzel Ennour,5414159,19514 m²,,"sondage, eau",Olives,"clôture, titre foncier",19514.0,277.45
Monastir,Moknine,2911116,8056 m²,près du centre,"sondage, électricité",Olives,"clôture, titre foncier",8056.0,361.36
Monastir,Ksibet El Médiouni,2761621,6430 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",6430.0,429.49
Monastir,Menzel Ennour,896602,4012 m²,,"puit, eau",,"clôture, titre foncier",4012.0,223.48
Monastir,Ksibet El Médiouni,4389530,13707 m²,,"puit, électricité",Oliviers,"clôture, titre foncier",13707.0,320.24
Monastir,Bembla,4776093,14822 m²,,"puit, électricité",Oliviers,"clôture, titre foncier",14822.0,322.23
Monastir,Zéramdine,532198,2560 m²,,"sondage, eau",Olives,"clôture, titre foncier",2560.0,207.89
Monastir,Khniss,478001,2887 m²,,"sondage, eau",Olives,titre foncier,2887.0,165.57
Monastir,Moknine,2852084,8531 m²,,"puit, électricité",Olives,"clôture, titre foncier",8531.0,334.32
Monastir,Moknine,1245646,3280 m²,près du centre,"puit, électricité",Oliviers,"clôture, titre foncier",3280.0,379.77
Monastir,Sahline,3594305,7865 m²,près du centre,"sondage, eau, électricité",Oliviers,"maison, garage, clôture, titre foncier",7865.0,457.0
Monastir,Menzel Ennour,2775646,13146 m²,,"sondage, eau",Olives,"clôture, titre foncier",13146.0,211.14
Monastir,Bekalta,1532668,9864 m²,,"sondage, eau",Olives,titre foncier,9864.0,155.38
Monastir,Menzel Ennour,1656020,4797 m²,,"sondage, électricité",Olives,"clôture, titre foncier",4797.0,345.22
Monastir,Menzel Ennour,3781641,17677 m²,,"sondage, eau",Olives,"clôture, titre foncier",17677.0,213.93
Monastir,Khniss,844735,2120 m²,près du centre,"puit, électricité",Olives,"clôture, titre foncier",2120.0,398.46
Monastir,Jemmel,3917005,17075 m²,,"puit, eau",,"clôture, titre foncier",17075.0,229.4
Monastir,Bembla,6780271,18287 m²,près du centre,"sondage, électricité",Oliviers,"clôture, titre foncier",18287.0,370.77
Monastir,Bekalta,2649970,8403 m²,,"sondage, électricité",Olives,"clôture, titre foncier",8403.0,315.36
Monastir,Menzel Ennour,4667460,11113 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",11113.0,420.0
Monastir,Moknine,2095392,9490 m²,,"sondage, eau",Olives,"clôture, titre foncier",9490.0,220.8
Monastir,Bembla,609781,4738 m²,,,,titre foncier,4738.0,128.7
Monastir,Moknine,2632382,6151 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",6151.0,427.96
Monastir,Ksibet El Médiouni,1259342,2593 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",2593.0,485.67
Monastir,Moknine,2170073,8310 m²,,"sondage, eau",Olives,"clôture, titre foncier",8310.0,261.14
Monastir,Menzel Ennour,957439,19401 m²,,eau,,,19401.0,49.35
Monastir,Jemmel,2752558,17980 m²,,"sondage, eau",Olives,titre foncier,17980.0,153.09
Monastir,Téboulba,4400477,9736 m²,près du centre,"sondage, eau, électricité",Oliviers,"maison, garage, clôture, titre foncier",9736.0,451.98
Monastir,Bembla,2415205,19088 m²,,,,titre foncier,19088.0,126.53
Monastir,Menzel Ennour,590862,2096 m²,,"puit, eau",,"clôture, titre foncier",2096.0,281.9
Monastir,Jemmel,2737623,12520 m²,,"puit, eau",,"clôture, titre foncier",12520.0,218.66
Monastir,Ouardanine,3481948,11885 m²,,"puit, eau",Olives,"clôture, titre foncier",11885.0,292.97
Monastir,Menzel Ennour,262077,6234 m²,,eau,,,6234.0,42.04
Monastir,Téboulba,3600765,13193 m²,,"puit, eau",,"clôture, titre foncier",13193.0,272.93
Monastir,Moknine,3807300,7907 m²,près du centre,"puit, eau, électricité",Olives,"maison, garage, clôture, titre foncier",7907.0,481.51
Monastir,Ksibet El Médiouni,1506429,3042 m²,près du centre,"sondage, eau, électricité",Olives,"maison, garage, clôture, titre foncier",3042.0,495.21
Monastir,Zéramdine,2217489,7910 m²,,"puit, eau",Olives,"clôture, titre foncier",7910.0,280.34
Monastir,Téboulba,2046570,6041 m²,,"sondage, électricité",Oliviers,"clôture, titre foncier",6041.0,338.78
Monastir,Menzel Ennour,4148480,11047 m²,près du centre,"sondage, électricité",Oliviers,"clôture, titre foncier",11047.0,375.53
Monastir,Bekalta,3089339,11245 m²,,"puit, eau",Olives,"clôture, titre foncier",11245.0,274.73
Monastir,Moknine,3231775,7318 m²,près du centre,"puit, eau, électricité",Oliviers,"maison, garage, clôture, titre foncier",7318.0,441.62
Monastir,Menzel Ennour,5738037,16298 m²,près du centre,"puit, électricité",Olives,"clôture, titre foncier",16298.0,352.07
Monastir,Ouardanine,2714644,13270 m²,,"puit, eau",Olives,"clôture, titre foncier",13270.0,204.57
Monastir,Moknine,4201798,19048 m²,,"puit, eau",,"clôture, titre foncier",19048.0,220.59
Monastir,Moknine,7557504,19719 m²,près du centre,"puit, électricité",Oliviers,"clôture, titre foncier",19719.0,383.26
Monastir,Bekalta,518658,3063 m²,,"puit, eau",Olives,titre foncier,3063.0,169.33
Monastir,Jemmel,1617104,8631 m²,,"sondage, eau",Olives,titre foncier,8631.0,187.36
Monastir,Sahline,1259576,3196 m²,près du centre,"sondage, électricité",Oliviers,"clôture, titre foncier",3196.0,394.11
Monastir,Menzel Ennour,351295,8204 m²,,eau,,,8204.0,42.82
Monastir,Zéramdine,3633890,16942 m²,,"sondage, eau",,"clôture, titre foncier",16942.0,214.49
Monastir,Ouardanine,3423275,10265 m²,,"sondage, électricité",Oliviers,"clôture, titre foncier",10265.0,333.49
Monastir,Jemmel,634688,11890 m²,,eau,,,11890.0,53.38
Monastir,Ksibet El Médiouni,9462035,19446 m²,près du centre,"sondage, eau, électricité",Oliviers,"maison, garage, clôture, titre foncier",19446.0,486.58
